,ARAT-RL_old,,, Sum ofARAT-RL,,person-controller,languagetool
21990,93,7,6,106,,,
21991,93,7,6,106,,,
21992,93,7,6,106,,,
21993,93,7,6,106,,,
21994,93,7,6,106,,,
21995,93,7,6,106,,,
21996,93,7,6,106,,,
21997,93,7,6,106,,,
21998,93,7,6,106,,,
21999,93,7,6,106,,,
22000,93,7,6,106,,,
22001,93,7,6,106,,,
22002,93,7,6,106,,,
22003,93,7,6,106,,,
22004,93,7,6,106,,,
22005,93,7,6,106,,,
22006,93,7,6,106,,,
22007,93,7,6,106,,,
22008,93,7,6,106,,,
22009,93,7,6,106,,,
22010,93,7,6,106,,,
22011,93,7,6,106,,,
22012,93,7,6,106,,,
22013,93,7,6,106,,,
22014,93,7,6,106,,,
22015,93,7,6,106,,,
22016,93,7,6,106,,,
22017,93,7,6,106,,,
22018,93,7,6,106,,,
22019,93,7,6,106,,,
22020,93,7,6,106,,,
22021,93,7,6,106,,,
22022,93,7,6,106,,,
22023,93,7,6,106,,,
22024,93,7,6,106,,,
22025,93,7,6,106,,,
22026,93,7,6,106,,,
22027,93,7,6,106,,,
22028,93,7,6,106,,,
22029,93,7,6,106,,,
22030,93,7,6,106,,,
22031,93,7,6,106,,,
22032,93,7,6,106,,,
22033,93,7,6,106,,,
22034,93,7,6,106,,,
22035,93,7,6,106,,,
22036,93,7,6,106,,,
22037,93,7,6,106,,,
22038,93,7,6,106,,,
22039,93,7,6,106,,,
22040,93,7,6,106,,,
22041,93,7,6,106,,,
22042,93,7,6,106,,,
22043,93,7,6,106,,,
22044,93,7,6,106,,,
22045,93,7,6,106,,,
22046,93,7,6,106,,,
22047,93,7,6,106,,,
22048,93,7,6,106,,,
22049,93,7,6,106,,,
22050,93,7,6,106,,,
22051,93,7,6,106,,,
22052,93,7,6,106,,,
22053,93,7,6,106,,,
22054,93,7,6,106,,,
22055,93,7,6,106,,,
22056,93,7,6,106,,,
22057,93,7,6,106,,,
22058,93,7,6,106,,,
22059,93,7,6,106,,,
22060,93,7,6,106,,,
22061,93,7,6,106,,,
22062,93,7,6,106,,,
22063,93,7,6,106,,,
22064,93,7,6,106,,,
22065,93,7,6,106,,,
22066,93,7,6,106,,,
22067,93,7,6,106,,,
22068,93,7,6,106,,,
22069,93,7,6,106,,,
22070,93,7,6,106,,,
22071,93,7,6,106,,,
22072,93,7,6,106,,,
22073,93,7,6,106,,,
22074,93,7,6,106,,,
22075,93,7,6,106,,,
22076,93,7,6,106,,,
22077,93,7,6,106,,,
22078,93,7,6,106,,,
22079,93,7,6,106,,,
22080,93,7,6,106,,,
22081,93,7,6,106,,,
22082,93,7,6,106,,,
22083,93,7,6,106,,,
22084,93,7,6,106,,,
22085,93,7,6,106,,,
22086,93,7,6,106,,,
22087,93,7,6,106,,,
22088,93,7,6,106,,,
22089,93,7,6,106,,,
22090,93,7,6,106,,,
22091,93,7,6,106,,,
22092,93,7,6,106,,,
22093,93,7,6,106,,,
22094,93,7,6,106,,,
22095,93,7,6,106,,,
22096,93,7,6,106,,,
22097,93,7,6,106,,,
22098,93,7,6,106,,,
22099,93,7,6,106,,,
22100,93,7,6,106,,,
22101,93,7,6,106,,,
22102,93,7,6,106,,,
22103,93,7,6,106,,,
22104,93,7,6,106,,,
22105,93,7,6,106,,,
22106,93,7,6,106,,,
22107,93,7,6,106,,,
22108,93,7,6,106,,,
22109,93,7,6,106,,,
22110,93,7,6,106,,,
22111,93,7,6,106,,,
22112,93,7,6,106,,,
22113,93,7,6,106,,,
22114,93,7,6,106,,,
22115,93,7,6,106,,,
22116,93,7,6,106,,,
22117,93,7,6,106,,,
22118,93,7,6,106,,,
22119,93,7,6,106,,,
22120,93,7,6,106,,,
22121,93,7,6,106,,,
22122,93,7,6,106,,,
22123,93,7,6,106,,,
22124,93,7,6,106,,,
22125,93,7,6,106,,,
22126,93,7,6,106,,,
22127,93,7,6,106,,,
22128,93,7,6,106,,,
22129,93,7,6,106,,,
22130,93,7,6,106,,,
22131,93,7,6,106,,,
22132,93,7,6,106,,,
22133,93,7,6,106,,,
22134,93,7,6,106,,,
22135,93,7,6,106,,,
22136,93,7,6,106,,,
22137,93,7,6,106,,,
22138,93,7,6,106,,,
22139,93,7,6,106,,,
22140,93,7,6,106,,,
22141,93,7,6,106,,,
22142,93,7,6,106,,,
22143,93,7,6,106,,,
22144,93,7,6,106,,,
22145,93,7,6,106,,,
22146,93,7,6,106,,,
22147,93,7,6,106,,,
22148,93,7,6,106,,,
22149,93,7,6,106,,,
22150,93,7,6,106,,,
22151,93,7,6,106,,,
22152,93,7,6,106,,,
22153,93,7,6,106,,,
22154,93,7,6,106,,,
22155,93,7,6,106,,,
22156,93,7,6,106,,,
22157,93,7,6,106,,,
22158,93,7,6,106,,,
22159,93,7,6,106,,,
22160,93,7,6,106,,,
22161,93,7,6,106,,,
22162,93,7,6,106,,,
22163,93,7,6,106,,,
22164,93,7,6,106,,,
22165,93,7,6,106,,,
22166,93,7,6,106,,,
22167,93,7,6,106,,,
22168,93,7,6,106,,,
22169,93,7,6,106,,,
22170,93,7,6,106,,,
22171,93,7,6,106,,,
22172,93,7,6,106,,,
22173,93,7,6,106,,,
22174,93,7,6,106,,,
22175,93,7,6,106,,,
22176,93,7,6,106,,,
22177,93,7,6,106,,,
22178,93,7,6,106,,,
22179,93,7,6,106,,,
22180,93,7,6,106,,,
22181,93,7,6,106,,,
22182,93,7,6,106,,,
22183,93,7,6,106,,,
22184,93,7,6,106,,,
22185,93,7,6,106,,,
22186,93,7,6,106,,,
22187,93,7,6,106,,,
22188,93,7,6,106,,,
22189,93,7,6,106,,,
22190,93,7,6,106,,,
22191,93,7,6,106,,,
22192,93,7,6,106,,,
22193,93,7,6,106,,,
22194,93,7,6,106,,,
22195,93,7,6,106,,,
22196,93,7,6,106,,,
22197,93,7,6,106,,,
22198,93,7,6,106,,,
22199,93,7,6,106,,,
22200,93,7,6,106,,,
22201,93,7,6,106,,,
22202,93,7,6,106,,,
22203,93,7,6,106,,,
22204,93,7,6,106,,,
22205,93,7,6,106,,,
22206,93,7,6,106,,,
22207,93,7,6,106,,,
22208,93,7,6,106,,,
22209,93,7,6,106,,,
22210,93,7,6,106,,,
22211,93,7,6,106,,,
22212,93,7,6,106,,,
22213,93,7,6,106,,,
22214,93,7,6,106,,,
22215,93,7,6,106,,,
22216,93,7,6,106,,,
22217,93,7,6,106,,,
22218,93,7,6,106,,,
22219,93,7,6,106,,,
22220,93,7,6,106,,,
22221,93,7,6,106,,,
22222,93,7,6,106,,,
22223,93,7,6,106,,,
22224,93,7,6,106,,,
22225,93,7,6,106,,,
22226,93,7,6,106,,,
22227,93,7,6,106,,,
22228,93,7,6,106,,,
22229,93,7,6,106,,,
22230,93,7,6,106,,,
22231,93,7,6,106,,,
22232,93,7,6,106,,,
22233,93,7,6,106,,,
22234,93,7,6,106,,,
22235,93,7,6,106,,,
22236,93,7,6,106,,,
22237,93,7,6,106,,,
22238,93,7,6,106,,,
22239,93,7,6,106,,,
22240,93,7,6,106,,,
22241,93,7,6,106,,,
22242,93,7,6,106,,,
22243,93,7,6,106,,,
22244,93,7,6,106,,,
22245,93,7,6,106,,,
22246,93,7,6,106,,,
22247,93,7,6,106,,,
22248,93,7,6,106,,,
22249,93,7,6,106,,,
22250,93,7,6,106,,,
22251,93,7,6,106,,,
22252,93,7,6,106,,,
22253,93,7,6,106,,,
22254,93,7,6,106,,,
22255,93,7,6,106,,,
22256,93,7,6,106,,,
22257,93,7,6,106,,,
22258,93,7,6,106,,,
22259,93,7,6,106,,,
22260,93,7,6,106,,,
22261,93,7,6,106,,,
22262,93,7,6,106,,,
22263,93,7,6,106,,,
22264,93,7,6,106,,,
22265,93,7,6,106,,,
22266,93,7,6,106,,,
22267,93,7,6,106,,,
22268,93,7,6,106,,,
22269,93,7,6,106,,,
22270,93,7,6,106,,,
22271,93,7,6,106,,,
22272,93,7,6,106,,,
22273,93,7,6,106,,,
22274,93,7,6,106,,,
22275,93,7,6,106,,,
22276,93,7,6,106,,,
22277,93,7,6,106,,,
22278,93,7,6,106,,,
22279,93,7,6,106,,,
22280,93,7,6,106,,,
22281,93,7,6,106,,,
22282,93,7,6,106,,,
22283,93,7,6,106,,,
22284,93,7,6,106,,,
22285,93,7,6,106,,,
22286,93,7,6,106,,,
22287,93,7,6,106,,,
22288,93,7,6,106,,,
22289,93,7,6,106,,,
22290,93,7,6,106,,,
22291,93,7,6,106,,,
22292,93,7,6,106,,,
22293,93,7,6,106,,,
22294,93,7,6,106,,,
22295,93,7,6,106,,,
22296,93,7,6,106,,,
22297,93,7,6,106,,,
22298,93,7,6,106,,,
22299,93,7,6,106,,,
22300,93,7,6,106,,,
22301,93,7,6,106,,,
22302,93,7,6,106,,,
22303,93,7,6,106,,,
22304,93,7,6,106,,,
22305,93,7,6,106,,,
22306,93,7,6,106,,,
22307,93,7,6,106,,,
22308,93,7,6,106,,,
22309,93,7,6,106,,,
22310,93,7,6,106,,,
22311,93,7,6,106,,,
22312,93,7,6,106,,,
22313,93,7,6,106,,,
22314,93,7,6,106,,,
22315,93,7,6,106,,,
22316,93,7,6,106,,,
22317,93,7,6,106,,,
22318,93,7,6,106,,,
22319,93,7,6,106,,,
22320,93,7,6,106,,,
22321,93,7,6,106,,,
22322,93,7,6,106,,,
22323,93,7,6,106,,,
22324,93,7,6,106,,,
22325,93,7,6,106,,,
22326,93,7,6,106,,,
22327,93,7,6,106,,,
22328,93,7,6,106,,,
22329,93,7,6,106,,,
22330,93,7,6,106,,,
22331,93,7,6,106,,,
22332,93,7,6,106,,,
22333,93,7,6,106,,,
22334,93,7,6,106,,,
22335,93,7,6,106,,,
22336,93,7,6,106,,,
22337,93,7,6,106,,,
22338,93,7,6,106,,,
22339,93,7,6,106,,,
22340,93,7,6,106,,,
22341,93,7,6,106,,,
22342,93,7,6,106,,,
22343,93,7,6,106,,,
22344,93,7,6,106,,,
22345,93,7,6,106,,,
22346,93,7,6,106,,,
22347,93,7,6,106,,,
22348,93,7,6,106,,,
22349,93,7,6,106,,,
22350,93,7,6,106,,,
22351,93,7,6,106,,,
22352,93,7,6,106,,,
22353,93,7,6,106,,,
22354,93,7,6,106,,,
22355,93,7,6,106,,,
22356,93,7,6,106,,,
22357,93,7,6,106,,,
22358,93,7,6,106,,,
22359,93,7,6,106,,,
22360,93,7,6,106,,,
22361,93,7,6,106,,,
22362,93,7,6,106,,,
22363,93,7,6,106,,,
22364,93,7,6,106,,,
22365,93,7,6,106,,,
22366,93,7,6,106,,,
22367,93,7,6,106,,,
22368,93,7,6,106,,,
22369,93,7,6,106,,,
22370,93,7,6,106,,,
22371,93,7,6,106,,,
22372,93,7,6,106,,,
22373,93,7,6,106,,,
22374,93,7,6,106,,,
22375,93,7,6,106,,,
22376,93,7,6,106,,,
22377,93,7,6,106,,,
22378,93,7,6,106,,,
22379,93,7,6,106,,,
22380,93,7,6,106,,,
22381,93,7,6,106,,,
22382,93,7,6,106,,,
22383,93,7,6,106,,,
22384,93,7,6,106,,,
22385,93,7,6,106,,,
22386,93,7,6,106,,,
22387,93,7,6,106,,,
22388,93,7,6,106,,,
22389,93,7,6,106,,,
22390,93,7,6,106,,,
22391,93,7,6,106,,,
22392,93,7,6,106,,,
22393,93,7,6,106,,,
22394,93,7,6,106,,,
22395,93,7,6,106,,,
22396,93,7,6,106,,,
22397,93,7,6,106,,,
22398,93,7,6,106,,,
22399,93,7,6,106,,,
22400,93,7,6,106,,,
22401,93,7,6,106,,,
22402,93,7,6,106,,,
22403,93,7,6,106,,,
22404,93,7,6,106,,,
22405,93,7,6,106,,,
22406,93,7,6,106,,,
22407,93,7,6,106,,,
22408,93,7,6,106,,,
22409,93,7,6,106,,,
22410,93,7,6,106,,,
22411,93,7,6,106,,,
22412,93,7,6,106,,,
22413,93,7,6,106,,,
22414,93,7,6,106,,,
22415,93,7,6,106,,,
22416,93,7,6,106,,,
22417,93,7,6,106,,,
22418,93,7,6,106,,,
22419,93,7,6,106,,,
22420,93,7,6,106,,,
22421,93,7,6,106,,,
22422,93,7,6,106,,,
22423,93,7,6,106,,,
22424,93,7,6,106,,,
22425,93,7,6,106,,,
22426,93,7,6,106,,,
22427,93,7,6,106,,,
22428,93,7,6,106,,,
22429,93,7,6,106,,,
22430,93,7,6,106,,,
22431,93,7,6,106,,,
22432,93,7,6,106,,,
22433,93,7,6,106,,,
22434,93,7,6,106,,,
22435,93,7,6,106,,,
22436,93,7,6,106,,,
22437,93,7,6,106,,,
22438,93,7,6,106,,,
22439,93,7,6,106,,,
22440,93,7,6,106,,,
22441,93,7,6,106,,,
22442,93,7,6,106,,,
22443,93,7,6,106,,,
22444,93,7,6,106,,,
22445,93,7,6,106,,,
22446,93,7,6,106,,,
22447,93,7,6,106,,,
22448,93,7,6,106,,,
22449,93,7,6,106,,,
22450,93,7,6,106,,,
22451,93,7,6,106,,,
22452,93,7,6,106,,,
22453,93,7,6,106,,,
22454,93,7,6,106,,,
22455,93,7,6,106,,,
22456,93,7,6,106,,,
22457,93,7,6,106,,,
22458,93,7,6,106,,,
22459,93,7,6,106,,,
22460,93,7,6,106,,,
22461,93,7,6,106,,,
22462,93,7,6,106,,,
22463,93,7,6,106,,,
22464,93,7,6,106,,,
22465,93,7,6,106,,,
22466,93,7,6,106,,,
22467,93,7,6,106,,,
22468,93,7,6,106,,,
22469,93,7,6,106,,,
22470,93,7,6,106,,,
22471,93,7,6,106,,,
22472,93,7,6,106,,,
22473,93,7,6,106,,,
22474,93,7,6,106,,,
22475,93,7,6,106,,,
22476,93,7,6,106,,,
22477,93,7,6,106,,,
22478,93,7,6,106,,,
22479,93,7,6,106,,,
22480,93,7,6,106,,,
22481,93,7,6,106,,,
22482,93,7,6,106,,,
22483,93,7,6,106,,,
22484,93,7,6,106,,,
22485,93,7,6,106,,,
22486,93,7,6,106,,,
22487,93,7,6,106,,,
22488,93,7,6,106,,,
22489,93,7,6,106,,,
22490,93,7,6,106,,,
22491,93,7,6,106,,,
22492,93,7,6,106,,,
22493,93,7,6,106,,,
22494,93,7,6,106,,,
22495,93,7,6,106,,,
22496,93,7,6,106,,,
22497,93,7,6,106,,,
22498,93,7,6,106,,,
22499,93,7,6,106,,,
22500,93,7,6,106,,,
22501,93,7,6,106,,,
22502,93,7,6,106,,,
22503,93,7,6,106,,,
22504,93,7,6,106,,,
22505,93,7,6,106,,,
22506,93,7,6,106,,,
22507,93,7,6,106,,,
22508,93,7,6,106,,,
22509,93,7,6,106,,,
22510,93,7,6,106,,,
22511,93,7,6,106,,,
22512,93,7,6,106,,,
22513,93,7,6,106,,,
22514,93,7,6,106,,,
22515,93,7,6,106,,,
22516,93,7,6,106,,,
22517,93,7,6,106,,,
22518,93,7,6,106,,,
22519,93,7,6,106,,,
22520,93,7,6,106,,,
22521,93,7,6,106,,,
22522,93,7,6,106,,,
22523,93,7,6,106,,,
22524,93,7,6,106,,,
22525,93,7,6,106,,,
22526,93,7,6,106,,,
22527,93,7,6,106,,,
22528,93,7,6,106,,,
22529,93,7,6,106,,,
22530,93,7,6,106,,,
22531,93,7,6,106,,,
22532,93,7,6,106,,,
22533,93,7,6,106,,,
22534,93,7,6,106,,,
22535,93,7,6,106,,,
22536,93,7,6,106,,,
22537,93,7,6,106,,,
22538,93,7,6,106,,,
22539,93,7,6,106,,,
22540,93,7,6,106,,,
22541,93,7,6,106,,,
22542,93,7,6,106,,,
22543,93,7,6,106,,,
22544,93,7,6,106,,,
22545,93,7,6,106,,,
22546,93,7,6,106,,,
22547,93,7,6,106,,,
22548,93,7,6,106,,,
22549,93,7,6,106,,,
22550,93,7,6,106,,,
22551,93,7,6,106,,,
22552,93,7,6,106,,,
22553,93,7,6,106,,,
22554,93,7,6,106,,,
22555,93,7,6,106,,,
22556,93,7,6,106,,,
22557,93,7,6,106,,,
22558,93,7,6,106,,,
22559,93,7,6,106,,,
22560,93,7,6,106,,,
22561,93,7,6,106,,,
22562,93,7,6,106,,,
22563,93,7,6,106,,,
22564,93,7,6,106,,,
22565,93,7,6,106,,,
22566,93,7,6,106,,,
22567,93,7,6,106,,,
22568,93,7,6,106,,,
22569,93,7,6,106,,,
22570,93,7,6,106,,,
22571,93,7,6,106,,,
22572,93,7,6,106,,,
22573,93,7,6,106,,,
22574,93,7,6,106,,,
22575,93,7,6,106,,,
22576,93,7,6,106,,,
22577,93,7,6,106,,,
22578,93,7,6,106,,,
22579,93,7,6,106,,,
22580,93,7,6,106,,,
22581,93,7,6,106,,,
22582,93,7,6,106,,,
22583,93,7,6,106,,,
22584,93,7,6,106,,,
22585,93,7,6,106,,,
22586,93,7,6,106,,,
22587,93,7,6,106,,,
22588,93,7,6,106,,,
22589,93,7,6,106,,,
22590,93,7,6,106,,,
22591,93,7,6,106,,,
22592,93,7,6,106,,,
22593,93,7,6,106,,,
22594,93,7,6,106,,,
22595,93,7,6,106,,,
22596,93,7,6,106,,,
22597,93,7,6,106,,,
22598,93,7,6,106,,,
22599,93,7,6,106,,,
22600,93,7,6,106,,,
22601,93,7,6,106,,,
22602,93,7,6,106,,,
22603,93,7,6,106,,,
22604,93,7,6,106,,,
22605,93,7,6,106,,,
22606,93,7,6,106,,,
22607,93,7,6,106,,,
22608,93,7,6,106,,,
22609,93,7,6,106,,,
22610,93,7,6,106,,,
22611,93,7,6,106,,,
22612,93,7,6,106,,,
22613,93,7,6,106,,,
22614,93,7,6,106,,,
22615,93,7,6,106,,,
22616,93,7,6,106,,,
22617,93,7,6,106,,,
22618,93,7,6,106,,,
22619,93,7,6,106,,,
22620,93,7,6,106,,,
22621,93,7,6,106,,,
22622,93,7,6,106,,,
22623,93,7,6,106,,,
22624,93,7,6,106,,,
22625,93,7,6,106,,,
22626,93,7,6,106,,,
22627,93,7,6,106,,,
22628,93,7,6,106,,,
22629,93,7,6,106,,,
22630,93,7,6,106,,,
22631,93,7,6,106,,,
22632,93,7,6,106,,,
22633,93,7,6,106,,,
22634,93,7,6,106,,,
22635,93,7,6,106,,,
22636,93,7,6,106,,,
22637,93,7,6,106,,,
22638,93,7,6,106,,,
22639,93,7,6,106,,,
22640,93,7,6,106,,,
22641,93,7,6,106,,,
22642,93,7,6,106,,,
22643,93,7,6,106,,,
22644,93,7,6,106,,,
22645,93,7,6,106,,,
22646,93,7,6,106,,,
22647,93,7,6,106,,,
22648,93,7,6,106,,,
22649,93,7,6,106,,,
22650,93,7,6,106,,,
22651,93,7,6,106,,,
22652,93,7,6,106,,,
22653,93,7,6,106,,,
22654,93,7,6,106,,,
22655,93,7,6,106,,,
22656,93,7,6,106,,,
22657,93,7,6,106,,,
22658,93,7,6,106,,,
22659,93,7,6,106,,,
22660,93,7,6,106,,,
22661,93,7,6,106,,,
22662,93,7,6,106,,,
22663,93,7,6,106,,,
22664,93,7,6,106,,,
22665,93,7,6,106,,,
22666,93,7,6,106,,,
22667,93,7,6,106,,,
22668,93,7,6,106,,,
22669,93,7,6,106,,,
22670,93,7,6,106,,,
22671,93,7,6,106,,,
22672,93,7,6,106,,,
22673,93,7,6,106,,,
22674,93,7,6,106,,,
22675,93,7,6,106,,,
22676,93,7,6,106,,,
22677,93,7,6,106,,,
22678,93,7,6,106,,,
22679,93,7,6,106,,,
22680,93,7,6,106,,,
22681,93,7,6,106,,,
22682,93,7,6,106,,,
22683,93,7,6,106,,,
22684,93,7,6,106,,,
22685,93,7,6,106,,,
22686,93,7,6,106,,,
22687,93,7,6,106,,,
22688,93,7,6,106,,,
22689,93,7,6,106,,,
22690,93,7,6,106,,,
22691,93,7,6,106,,,
22692,93,7,6,106,,,
22693,93,7,6,106,,,
22694,93,7,6,106,,,
22695,93,7,6,106,,,
22696,93,7,6,106,,,
22697,93,7,6,106,,,
22698,93,7,6,106,,,
22699,93,7,6,106,,,
22700,93,7,6,106,,,
22701,93,7,6,106,,,
22702,93,7,6,106,,,
22703,93,7,6,106,,,
22704,93,7,6,106,,,
22705,93,7,6,106,,,
22706,93,7,6,106,,,
22707,93,7,6,106,,,
22708,93,7,6,106,,,
22709,93,7,6,106,,,
22710,93,7,6,106,,,
22711,93,7,6,106,,,
22712,93,7,6,106,,,
22713,93,7,6,106,,,
22714,93,7,6,106,,,
22715,93,7,6,106,,,
22716,93,7,6,106,,,
22717,93,7,6,106,,,
22718,93,7,6,106,,,
22719,93,7,6,106,,,
22720,93,7,6,106,,,
22721,93,7,6,106,,,
22722,93,7,6,106,,,
22723,93,7,6,106,,,
22724,93,7,6,106,,,
22725,93,7,6,106,,,
22726,93,7,6,106,,,
22727,93,7,6,106,,,
22728,93,7,6,106,,,
22729,93,7,6,106,,,
22730,93,7,6,106,,,
22731,93,7,6,106,,,
22732,93,7,6,106,,,
22733,93,7,6,106,,,
22734,93,7,6,106,,,
22735,93,7,6,106,,,
22736,93,7,6,106,,,
22737,93,7,6,106,,,
22738,93,7,6,106,,,
22739,93,7,6,106,,,
22740,93,7,6,106,,,
22741,93,7,6,106,,,
22742,93,7,6,106,,,
22743,93,7,6,106,,,
22744,93,7,6,106,,,
22745,93,7,6,106,,,
22746,93,7,6,106,,,
22747,93,7,6,106,,,
22748,93,7,6,106,,,
22749,93,7,6,106,,,
22750,93,7,6,106,,,
22751,93,7,6,106,,,
22752,93,7,6,106,,,
22753,93,7,6,106,,,
22754,93,7,6,106,,,
22755,93,7,6,106,,,
22756,93,7,6,106,,,
22757,93,7,6,106,,,
22758,93,7,6,106,,,
22759,93,7,6,106,,,
22760,93,7,6,106,,,
22761,93,7,6,106,,,
22762,93,7,6,106,,,
22763,93,7,6,106,,,
22764,93,7,6,106,,,
22765,93,7,6,106,,,
22766,93,7,6,106,,,
22767,93,7,6,106,,,
22768,93,7,6,106,,,
22769,93,7,6,106,,,
22770,93,7,6,106,,,
22771,93,7,6,106,,,
22772,93,7,6,106,,,
22773,93,7,6,106,,,
22774,93,7,6,106,,,
22775,93,7,6,106,,,
22776,93,7,6,106,,,
22777,93,7,6,106,,,
22778,93,7,6,106,,,
22779,93,7,6,106,,,
22780,93,7,6,106,,,
22781,93,7,6,106,,,
22782,93,7,6,106,,,
22783,93,7,6,106,,,
22784,93,7,6,106,,,
22785,93,7,6,106,,,
22786,93,7,6,106,,,
22787,93,7,6,106,,,
22788,93,7,6,106,,,
22789,93,7,6,106,,,
22790,93,7,6,106,,,
22791,93,7,6,106,,,
22792,93,7,6,106,,,
22793,93,7,6,106,,,
22794,93,7,6,106,,,
22795,93,7,6,106,,,
22796,93,7,6,106,,,
22797,93,7,6,106,,,
22798,93,7,6,106,,,
22799,93,7,6,106,,,
22800,93,7,6,106,,,
22801,93,7,6,106,,,
22802,93,7,6,106,,,
22803,93,7,6,106,,,
22804,93,7,6,106,,,
22805,93,7,6,106,,,
22806,93,7,6,106,,,
22807,93,7,6,106,,,
22808,93,7,6,106,,,
22809,93,7,6,106,,,
22810,93,7,6,106,,,
22811,93,7,6,106,,,
22812,93,7,6,106,,,
22813,93,7,6,106,,,
22814,93,7,6,106,,,
22815,93,7,6,106,,,
22816,93,7,6,106,,,
22817,93,7,6,106,,,
22818,93,7,6,106,,,
22819,93,7,6,106,,,
22820,93,7,6,106,,,
22821,93,7,6,106,,,
22822,93,7,6,106,,,
22823,93,7,6,106,,,
22824,93,7,6,106,,,
22825,93,7,6,106,,,
22826,93,7,6,106,,,
22827,93,7,6,106,,,
22828,93,7,6,106,,,
22829,93,7,6,106,,,
22830,93,7,6,106,,,
22831,93,7,6,106,,,
22832,93,7,6,106,,,
22833,93,7,6,106,,,
22834,93,7,6,106,,,
22835,93,7,6,106,,,
22836,93,7,6,106,,,
22837,93,7,6,106,,,
22838,93,7,6,106,,,
22839,93,7,6,106,,,
22840,93,7,6,106,,,
22841,93,7,6,106,,,
22842,93,7,6,106,,,
22843,93,7,6,106,,,
22844,93,7,6,106,,,
22845,93,7,6,106,,,
22846,93,7,6,106,,,
22847,93,7,6,106,,,
22848,93,7,6,106,,,
22849,93,7,6,106,,,
22850,93,7,6,106,,,
22851,93,7,6,106,,,
22852,93,7,6,106,,,
22853,93,7,6,106,,,
22854,93,7,6,106,,,
22855,93,7,6,106,,,
22856,93,7,6,106,,,
22857,93,7,6,106,,,
22858,93,7,6,106,,,
22859,93,7,6,106,,,
22860,93,7,6,106,,,
22861,93,7,6,106,,,
22862,93,7,6,106,,,
22863,93,7,6,106,,,
22864,93,7,6,106,,,
22865,93,7,6,106,,,
22866,93,7,6,106,,,
22867,93,7,6,106,,,
22868,93,7,6,106,,,
22869,93,7,6,106,,,
22870,93,7,6,106,,,
22871,93,7,6,106,,,
22872,93,7,6,106,,,
22873,93,7,6,106,,,
22874,93,7,6,106,,,
22875,93,7,6,106,,,
22876,93,7,6,106,,,
22877,93,7,6,106,,,
22878,93,7,6,106,,,
22879,93,7,6,106,,,
22880,93,7,6,106,,,
22881,93,7,6,106,,,
22882,93,7,6,106,,,
22883,93,7,6,106,,,
22884,93,7,6,106,,,
22885,93,7,6,106,,,
22886,93,7,6,106,,,
22887,93,7,6,106,,,
22888,93,7,6,106,,,
22889,93,7,6,106,,,
22890,93,7,6,106,,,
22891,93,7,6,106,,,
22892,93,7,6,106,,,
22893,93,7,6,106,,,
22894,93,7,6,106,,,
22895,93,7,6,106,,,
22896,93,7,6,106,,,
22897,93,7,6,106,,,
22898,93,7,6,106,,,
22899,93,7,6,106,,,
22900,93,7,6,106,,,
22901,93,7,6,106,,,
22902,93,7,6,106,,,
22903,93,7,6,106,,,
22904,93,7,6,106,,,
22905,93,7,6,106,,,
22906,93,7,6,106,,,
22907,93,7,6,106,,,
22908,93,7,6,106,,,
22909,93,7,6,106,,,
22910,93,7,6,106,,,
22911,93,7,6,106,,,
22912,93,7,6,106,,,
22913,93,7,6,106,,,
22914,93,7,6,106,,,
22915,93,7,6,106,,,
22916,93,7,6,106,,,
22917,93,7,6,106,,,
22918,93,7,6,106,,,
22919,93,7,6,106,,,
22920,93,7,6,106,,,
22921,93,7,6,106,,,
22922,93,7,6,106,,,
22923,93,7,6,106,,,
22924,93,7,6,106,,,
22925,93,7,6,106,,,
22926,93,7,6,106,,,
22927,93,7,6,106,,,
22928,93,7,6,106,,,
22929,93,7,6,106,,,
22930,93,7,6,106,,,
22931,93,7,6,106,,,
22932,93,7,6,106,,,
22933,93,7,6,106,,,
22934,93,7,6,106,,,
22935,93,7,6,106,,,
22936,93,7,6,106,,,
22937,93,7,6,106,,,
22938,93,7,6,106,,,
22939,93,7,6,106,,,
22940,93,7,6,106,,,
22941,93,7,6,106,,,
22942,93,7,6,106,,,
22943,93,7,6,106,,,
22944,93,7,6,106,,,
22945,93,7,6,106,,,
22946,93,7,6,106,,,
22947,93,7,6,106,,,
22948,93,7,6,106,,,
22949,93,7,6,106,,,
22950,93,7,6,106,,,
22951,93,7,6,106,,,
22952,93,7,6,106,,,
22953,93,7,6,106,,,
22954,93,7,6,106,,,
22955,93,7,6,106,,,
22956,93,7,6,106,,,
22957,93,7,6,106,,,
22958,93,7,6,106,,,
22959,93,7,6,106,,,
22960,93,7,6,106,,,
22961,93,7,6,106,,,
22962,93,7,6,106,,,
22963,93,7,6,106,,,
22964,93,7,6,106,,,
22965,93,7,6,106,,,
22966,93,7,6,106,,,
22967,93,7,6,106,,,
22968,93,7,6,106,,,
22969,93,7,6,106,,,
22970,93,7,6,106,,,
22971,93,7,6,106,,,
22972,93,7,6,106,,,
22973,93,7,6,106,,,
22974,93,7,6,106,,,
22975,93,7,6,106,,,
22976,93,7,6,106,,,
22977,93,7,6,106,,,
22978,93,7,6,106,,,
22979,93,7,6,106,,,
22980,93,7,6,106,,,
22981,93,7,6,106,,,
22982,93,7,6,106,,,
22983,93,7,6,106,,,
22984,93,7,6,106,,,
22985,93,7,6,106,,,
22986,93,7,6,106,,,
